,text,context,url,search_queries,relevant_sentences,contradiction,neutrality,entailment,relevance
270,"Raw fish is highly nutritious but there are some risks, especially for pregnant women.","This is a detailed review of DHA and its health effects. Many popular foods are made with raw fish, including sushi. Raw fish is highly nutritious but there are some risks, especially for pregnant women. ",https://www.healthline.com/nutrition/11-health-benefits-of-fish,{'diet AND fish'},"[1, 11, 16]","[0.007163709, 0.028671468, 0.004342657]","[0.9657308, 0.8617396, 0.97630435]","[0.027105492, 0.109588936, 0.019353002]",0.4889667332172394
271,Exceptions to the statewide safe-eating guidelines are necessary for some species of fish from 146 waters where fish have higher concentrations of mercury or other contaminants.,"Safe-eating guidelines apply to fish from most of Wisconsin’s inland – i.e. non-Great Lakes – waters. Exceptions apply to some locations including the Great Lakes (see map below). Exceptions to the statewide safe-eating guidelines are necessary for some species of fish from 146 waters where fish have higher concentrations of mercury or other contaminants. Follow the advice for the species and length of fish you eat - to properly measure your fish, measure from the tip of the nose to the end of the tail.",https://dnr.wisconsin.gov/topic/Fishing/consumption,{'diet AND healthiest AND dietary AND guideline AND fish AND information'},"[1, 16, 17, 22]","[0.0016112884, 0.0011259323, 0.0010539505, 0.0010038804]","[0.9018942, 0.9947549, 0.99675375, 0.9889032]","[0.09649454, 0.0041191843, 0.002192234, 0.010092812]",0.4889574348926544
272,SUMMARY Some studies show that children who eat more fish have a lower risk of asthma.,"Rates of this condition have increased dramatically over the past few decades (24). Studies show that regular fish consumption is linked to a 24% lower risk of asthma in children, but no significant effect has been found in adults (25). SUMMARY Some studies show that children who eat more fish have a lower risk of asthma. Age-related macular degeneration (AMD) is a leading cause of vision impairment and blindness that mostly affects older adults (26). Some evidence suggests that fish and omega-3 fatty acids may protect against this disease.",https://www.healthline.com/nutrition/11-health-benefits-of-fish,{'diet AND fish'},"[1, 11, 16]","[0.002493439, 0.006028724, 0.004738028]","[0.9871072, 0.9159497, 0.98511815]","[0.010399326, 0.078021586, 0.010143827]",0.48868128657341003
273,"People may find that canned tuna and sardines, as well as smoked fish, are the easiest foods to obtain and eat.","However, they advise women considering becoming pregnant, women who are pregnant, nursing mothers, and young children not to eat specific fish. Fish to avoid include: Fish low in mercury include: A pescatarian diet may be healthful and carries health benefits, as long as people avoid fish with high levels of mercury. People may find that canned tuna and sardines, as well as smoked fish, are the easiest foods to obtain and eat. These are full-flavored options, but frozen white fish and fish sticks are more delicately flavored options. Where possible, people may wish to try to buy fresh fish from sustainable sources.",https://www.medicalnewstoday.com/articles/323907,{'diet AND fish AND food'},"[8, 13, 16]","[0.5141933, 0.0016006263, 0.003431986]","[0.47874632, 0.996318, 0.9588061]","[0.0070603406, 0.0020813234, 0.03776194]",0.48655229806900024
274,"Recreational fishing is particularly popular in North America and Europe and state, provincial, and federal government agencies actively management target fish species.","Recreational fishing is fishing primarily for pleasure or competition; it can be contrasted with commercial fishing, which is fishing for profit, or artisanal fishing, which is fishing primarily for food. The most common form of recreational fishing is done with a rod, reel, line, hooks, and any one of a wide range of baits. Recreational fishing is particularly popular in North America and Europe and state, provincial, and federal government agencies actively management target fish species. [106][107] Angling is a method of fishing, specifically the practice of catching fish by means of an ""angle"" (hook). Anglers must select the right hook, cast accurately, and retrieve at the right speed while considering water and weather conditions, species, fish response, time of the day, and other factors.",https://en.wikipedia.org/wiki/Fish,{'fish'},"[1, 8, 11, 22]","[0.0007525683, 0.04940197, 0.0037641437, 0.0018144551]","[0.9920161, 0.94517523, 0.9542549, 0.9949162]","[0.007231318, 0.005422738, 0.04198089, 0.0032692913]",0.48601555824279785
275,"A typical fish is ectothermic, has a streamlined body for rapid swimming, extracts oxygen from water using gills or uses an accessory breathing organ to breathe atmospheric oxygen, has two sets of paired fins, usually one or two (rarely three) dorsal fins, an anal fin, and a tail fin, has jaws, has skin that is usually covered with scales, and lays eggs.","[26] However, according to the definition above, all mammals, including cetaceans like whales and dolphins, are not fish. In some contexts, especially in aquaculture, the true fish are referred to as finfish (or fin fish) to distinguish them from these other animals. A typical fish is ectothermic, has a streamlined body for rapid swimming, extracts oxygen from water using gills or uses an accessory breathing organ to breathe atmospheric oxygen, has two sets of paired fins, usually one or two (rarely three) dorsal fins, an anal fin, and a tail fin, has jaws, has skin that is usually covered with scales, and lays eggs. Each criterion has exceptions. Tuna, swordfish, and some species of sharks show some warm-blooded adaptations – they can heat their bodies significantly above ambient water temperature.",https://en.wikipedia.org/wiki/Fish,{'fish'},"[1, 11, 16, 22]","[0.014568252, 0.015912395, 0.0020792736, 0.0026586365]","[0.96309924, 0.9487813, 0.99104404, 0.988893]","[0.022332467, 0.03530625, 0.0068766866, 0.008448336]",0.48550793528556824
276,"Essential fish habitat does not apply to enclosed freshwater habitat, such as the Great Lakes.","Essential fish habitat includes all types of aquatic habitat where fish spawn, breed, feed, or grow to maturity. You can search for the habitat of a specific species using our EFH Mapper tool. Essential fish habitat does not apply to enclosed freshwater habitat, such as the Great Lakes. NOAA Fisheries collaborates with partners—especially regional fishery management councils—and uses the best available science to identify, describe, and map essential fish habitat for all federally managed fish. After defining EFH for a specific species, we can protect its habitat.",https://www.fisheries.noaa.gov/insight/understanding-essential-fish-habitat,{'fish AND habitat'},"[1, 11, 16, 22]","[0.0024572315, 0.011634466, 0.001298094, 0.0014234482]","[0.9442386, 0.8874711, 0.99102354, 0.98783153]","[0.05330416, 0.10089453, 0.007678322, 0.010744956]",0.48500776290893555
277,"[26]  Most shrimp are omnivorous, but some are specialised for particular modes of feeding.","[22] Colonies of snapping shrimp are a major source of noise in the ocean and can interfere with sonar and underwater communication. [23][24][25] The small emperor shrimp has a symbiotic relationship with sea slugs and sea cucumbers, and may help keep them clear of ectoparasites. [26]  Most shrimp are omnivorous, but some are specialised for particular modes of feeding. Some are filter feeders, using their setose (bristly) legs as a sieve; some scrape algae from rocks. Cleaner shrimp feed on the parasites and necrotic tissue of the reef fish they groom.",https://en.wikipedia.org/wiki/Shrimp,{'diet AND fish AND species AND shrimp'},"[7, 8, 9]","[0.007628587, 0.011094863, 0.0016724592]","[0.7009384, 0.9864212, 0.9971227]","[0.29143298, 0.0024838282, 0.0012047851]",0.48398715257644653
278,Many observational studies show that people who eat more fish have slower rates of mental decline (10).,"Your brain function often declines with aging. While mild mental decline is normal, serious neurodegenerative ailments like Alzheimer’s disease also exist. Many observational studies show that people who eat more fish have slower rates of mental decline (10). Studies also reveal that people who eat fish every week have more gray matter — your brain’s major functional tissue — in the parts of the brain that regulate emotion and memory (11). SUMMARY Fish intake is linked to reduced mental decline in older adults.",https://www.healthline.com/nutrition/11-health-benefits-of-fish,{'diet AND fish'},"[1, 7, 11, 16, 19]","[0.0018186086, 0.014776038, 0.007497328, 0.0053017014, 0.050953396]","[0.99276143, 0.763192, 0.9192014, 0.9863149, 0.81851345]","[0.005419916, 0.222032, 0.073301315, 0.008383464, 0.13053319]",0.48381149768829346
279,The unsaturated fats in fish are called omega-3 fatty acids.,"If you're worried about your heart health, eating at least two servings of fish a week could reduce the risk of heart disease. For many years, the American Heart Association has recommended that people eat fish rich in unsaturated fats at least twice a week. The unsaturated fats in fish are called omega-3 fatty acids. Omega-3 fatty acids and other nutrients in fish may benefit heart health and reduce the risk of dying of heart disease. Some people are concerned about mercury or other contaminants in seafood.",https://www.mayoclinic.org/diseases-conditions/heart-disease/in-depth/omega-3/art-20045614,{'diet AND fish'},"[1, 7, 8, 11, 16]","[0.00079687336, 0.01794412, 0.024793312, 0.004225205, 0.0011551669]","[0.9940918, 0.83052915, 0.97352684, 0.9503675, 0.9972299]","[0.005111369, 0.1515267, 0.0016798967, 0.04540728, 0.0016149869]",0.4837273061275482
